ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	A3.1.day157_1	A3.1.day98_1	A3.2.day157_1	A3.2.day98_1	E3.1.day157	E3.1.day98	E3.2.day157	E3.2.day98
sq1054	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq1055	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	NA	0	0	0	0	0	0	0	0
sq1056	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	Kmv02	3	0	0	0	0	0	0	0
sq1057	Archaea	NA	NA	NA	NA	NA	0	0	2	0	0	0	0	0
sq1058	Archaea	NA	NA	NA	NA	NA	0	0	2	0	0	0	0	0
sq1059	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1060	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1061	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobaculum	0	0	0	0	0	0	1	0
sq1062	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1063	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1064	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1065	Archaea	Micrarchaeota	Micrarchaeia	Norongarragalinales	Norongarragalinaceae	UBA95	0	0	0	0	0	0	0	0
sq1066	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	0	0	0	0	0	0
sq1067	Archaea	Thermoplasmatota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1068	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	NA	0	0	0	0	0	0	0	0
sq1069	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	0	0	0	0	0	0	0	0
sq1070	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	PWEA01	JAGHBM01	JAGLWW01	1	0	0	0	0	0	0	0
sq1071	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	3	0	0	0	0
sq1072	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	3	0	0	0	0
sq1073	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1074	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1075	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1076	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1077	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1078	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1079	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1080	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1081	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	0	0	0	0	0	0	0	0
sq1082	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	1	0	0	0	0
sq1083	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	3	0	0	0	0	0	0	0
sq1084	Archaea	Thermoproteota	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq1085	Archaea	Halobacteriota	Halobacteria	Halobacteriales	NA	NA	0	0	0	0	0	0	0	0
sq1086	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1087	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1088	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1089	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1090	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1091	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	Kmv02	0	0	0	1	0	0	0	0
sq1092	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq1093	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1094	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq1095	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1096	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	RBG-13-38-9	DTMT01	0	0	0	0	0	0	0	0
sq1097	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	UBA489	UBA489	0	0	0	0	0	0	0	0
sq1098	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1099	Archaea	NA	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq1100	Archaea	NA	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq1101	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	0	0	0	0	0	0	0
sq1102	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	LC-3	LC-3	0	0	0	0	0	0	0	0
sq1103	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	NA	NA	0	0	0	0	0	1	0	0
sq1104	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	NA	NA	0	0	0	0	0	0	0	0
sq1105	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1106	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1107	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1108	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1109	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	GCA-2688035	GCA-2688035	0	0	0	0	0	0	0	0
sq1110	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	0	0	0	0	0	0
sq1111	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	0	0	0	0	0	0	0
sq1112	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	NA	2	0	0	0	0	0	0	0
sq1113	Archaea	Asgardarchaeota	Lokiarchaeia	Helarchaeales	JABXJV01	JABXJV01	2	0	0	0	0	0	0	0
sq1114	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	2	0	0	0	0
sq1115	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	2	0	0	0	0
sq1116	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAGVXI01	0	0	0	0	0	0	0	0
sq1117	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	SOKP01	0	0	0	0	0	0	0	0
sq1118	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	2	0	0
sq1119	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1120	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1121	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1122	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1123	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	0	0	0	0	0	0	0	0
sq1124	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	GW2011-AR5	NA	NA	0	0	0	0	0	0	0	0
sq1125	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1126	Archaea	Altiarchaeota	Altiarchaeia	IMC4	SCGC-AAA252-I15	WJMO01	0	0	0	0	0	0	0	0
sq1127	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	Kmv02	0	0	0	0	0	0	0	0
sq1128	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1129	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1130	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1131	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	NA	NA	0	0	0	0	0	0	0	0
sq1132	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1133	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	2	0	0
sq1134	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1135	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	NA	0	0	0	0	0	0	0	0
sq1136	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	0	0	0	0	0	0	0
sq1137	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	NA	2	0	0	0	0	0	0	0
sq1138	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	2	0	0	0	0
sq1139	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	GCA-2688035	NA	0	0	0	0	0	0	0	0
sq1140	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1141	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1142	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
